Abbreviation,KEGG ID
"1,3-alpha-D-Mannosyl-(1,2-N-acetyl-alpha-D-glucosaminyl)-1,2-alpha- D-mannosyl-1,2-alpha-D-mannosyl-D-mannose",C04923
"1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D- mannose",C04861
"1,3-beta-D-Galactosyl-(alpha-1,4-L-fucosyl)-N-acetyl-D-glucosaminyl- R",C04850
"1,3-beta-D-Galactosyl-N-acetyl-D-glucosaminyl-R",C04656
"1,3-beta-D-Oligoglucan",C03200
"1,3-beta-D-Xylan",C00938
"1,4'-Bipiperidine-1'-carboxylic acid",C16836
"1,4,5,6-Tetrahydro-6-oxonicotinate",C04226
"1,4-Cineole",C16909
"1,4-Cyclohexanedione",C08063
"1,4-Diguanidinobutane",C03047
"1,4-Dihydroxy-2-methylanthraquinone",C10329
"1,4-Dihydroxy-2-naphthoyl-CoA",C15547
"1,4-Dihydroxy-6-naphthoate",C17018
"1,4-Dithiane",C01871
"1,4-Lactone",C01770
"1,4-Naphthoquinone",C02617
"1,4-alpha-D-Glucooligosaccharide",C04099
"1,4-beta-D-Galactosyl-(alpha-1,3-L-fucosyl)-N-acetyl-D-glucosaminyl- R",C01311
"1,4-beta-D-Mannan",C02492
"1,4-beta-D-Mannooligosaccharide",C17207
"1,4-beta-Galactosyl-N-acetyl-D-glucosaminyl-R",C04657
"1,5-Anhydro-D-fructose",C06485
"1,5-Anhydro-D-mannitol",C16538
"1,5-Anhydroglucitol",C07326
"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one",C04718
"1,6-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid",C15089
"1,6-Dimethylnaphthalene",C14217
"1,6-Dinitropyrene",C14424
"1,6-Mannan",C01654
"1,6-Naphthalenedisulfonic acid",C16193
"1,6-alpha-D-Mannosyl-1,6-alpha-D-mannosyloligosaccharide",C04772
"1,6-alpha-D-Mannosyloligosaccharide",C04276
"1,6-beta-D-Galactosylgalactogen",C04034
"1,7-Dimethyluric acid",C16356
"1,8-Cineol",C09844
"1,8-Diazacyclotetradecane-2,9-dione",C04277
"1,8-Dihydroxy-3-methylnaphthalene",C12344
"1,8-Dimethylnaphthalene",C14703
"1,8-Dinitropyrene",C14423
"1,8-Octanediol",C14218
1-(1-Alkenyl)-sn-glycero-3-phosphate,C15646
1-(1-Alkenyl)-sn-glycerol,C15645
"1-(2-Hydroxy-3,4,5,6-tetramethoxyphenyl)-3-(2,3,4,6- tetramethoxyphenyl)-2-propen-1-one",C14895
"1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione",C17745
"1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone",C17748
"1-(3,4-Dimethoxyphenyl)ethane-1,2-diol",C16644
1-(4'-Hydroxyphenyl)ethanol,C13638
1-(4-Amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide,C04905
1-(4-Hydroxy-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2- methylpyridinium bromide,C04908
"1-(4-Hydroxyphenyl)-1-decene-3,5-dione",C17744
1-(4-Hydroxyphenyl)-2-(methylamino)ethanol,C04548
1-(5-Phosphoribosyl)imidazole-4-acetate,C04437
"1-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-1H-pyrrole-2,5-dione",C15433
1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine,C04708
1-(o-Chlorophenyl)-1-(p-chlorophenyl)ethane,C15410
1-(p-Hydroxyphenyl)ethylamine,C03473
1-AMINO-PROPAN-2-ONE-3-PHOSPHATE,C11638
1-Acetoxypinoresinol,C10544
1-Acetylaspidoalbidine,C09019
1-Acyl-2-[(S)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine,C04792
1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine,C04636
1-Acyl-2-oleoyl-sn-glycero-3-phosphocholine,C01282
1-Acylglycerophosphoinositol,C03819
1-Alcohol,C00226
1-Alkenyl-2-acylglycerol,C03454
1-Alkenylglycerophosphocholine,C04517
1-Alkenylglycerophosphoethanolamine,C04635
1-Alkyl-2-acetyl-sn-glycerol,C03820
1-Alkyl-2-acylglycerol,C03201
1-Alkyl-2-acylglycerophosphoethanolamine,C04475
1-Alkyl-2-arachidonyl-sn-glycero-3-phosphocholine,C05208
1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine,C05210
1-Alkyl-sn-glycero-3-phosphate,C03968
1-Alkyl-sn-glycero-3-phosphocholine,C04317
1-Alkyl-sn-glycero-3-phosphoethanolamine,C04476
1-Alkyl-sn-glycerol,C02773
1-Amino-1-deoxy-scyllo-inositol 4-phosphate,C01283
1-Aminocyclopentanecarboxylate,C03969
1-Aminocyclopropane-1-carboxylate,C01234
1-Arachidonoylglycerol,C13857
"1-Benzyl-7,8-dimethoxy-3-phenyl-3H-pyrazolo[3,4-c]isoquinoline",C11563
1-Caffeoyl-4-deoxyquinic acid,C10432
1-Caffeoyl-beta-D-glucose,C10433
1-Carbapen-2-em-3-carboxylic acid,C06669
"1-Carbazol-9-yl-3-(3,5-dimethylpyrazol-1-yl)-propan-2-ol",C11560
1-Chloro-2-(chlorophenylmethyl)benzene,C14611
1-Chloro-2-[1-(4-chlorophenyl)ethenyl]benzene,C15083
"1-Chloro-4-(2,2-dichloro-1-phenylethyl)benzene",C15392
1-Cyclohexenecarboxylic acid,C12101
1-Dehydro-15alpha-hydroxytestololactone,C14946
"1-Dehydro-7alpha,17-dimethyltestosterone",C15402
1-Dehydro-7alpha-methyltestosterone,C15307
1-Dehydro-9-fluoro-11-oxotestololactone,C15387
1-Dehydro-[6]-gingerdione,C17746
1-Deoxy-D-altro-heptulose 7-phosphate,C04359
1-Diphosinositol pentakisphosphate,C11174
1-Dodecanol,C02277
1-Dodecanoyl-2-hexadecanoyl-3-octadecanoyl-sn-glycerol,C13869
1-Dodecanoyl-sn-glycerol,C13854
1-EBIO,C13840
1-Epidactimicin,C17980
1-Epideacetylbowdensine,C12169
"1-Fluorocyclohexadiene-cis,cis-1,2-diol",C16484
1-Formyl-2-indanone,C07726
1-Guanidino-1-deoxy-scyllo-inositol,C04280
1-Haloalkane,C01872
1-Hentriacontanol,C08378
1-Hexacosanol,C08381
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3- phosphonoethanolamine,C13878
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'- diphosphate,C13892
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate,C13889
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-1'-myo- inositol,C13888
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol,C13883
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-sn-glycerol 3'-phosphate,C13885
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C13875
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine,C13877
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphonocholine,C13876
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoserine,C13880
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,C13861
1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol 3-diphosphate,C13890
1-Hexadecyl hexadecanoate,C13821
1-Hexadecylthio-1-deoxy-2-hexadecylphosphono-sn-glycero-3- phosphocholine,C04862
"1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3- phosphocholine",C04873
"1-Hydro-1,1a-dihydroxy-9-fluorenone",C16262
"1-Hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone",C04719
1-Hydroxy-2-acetamidofluorene,C14481
1-Hydroxy-2-aminoethylphosphonate,C05678
1-Hydroxy-2-naphthaldehyde,C11427
1-Hydroxy-2-naphthoate,C03203
1-Hydroxy-p-Menth-8-en-2-one,C18019
1-Hydroxyalkyl-sn-glycerol,C03658
1-Hydroxychlordene,C14699
"1-Hydroxyhexane-1,2,6-tricarboxylate",C16600
"1-Hydroxypentane-1,2,5-tricarboxylate",C16597
1-Hydroxypyrene,C14519
1-Indolizidinone,C16697
1-Isomangostin,C10071
1-Linoleoylglycerophosphocholine,C04100
1-Methoxy-2-hydroxyanthracene,C16208
1-Methoxyphenanthrene,C11433
1-Methyl-2-pyrrolidinone,C11118
1-Methyl-4-nitroimidazole,C16621
"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide",C04731
1-Methyl-4-pyridone-3-carboximide,C05843
"1-Methyl-6-(1,2,3,4-tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone",C14901
"1-Methyl-6-(1,2,3,4-tetrahydro-6-methoxy-2-naphthyl)-2(1H)-pyridone",C14896
1-Methyl-6-dehydroestrone,C15308
1-Methyladenine,C02216
1-Methyladenosine,C02494
"1-Methylestra-1,3,5(10),6-tetraene-3,17beta-diol",C15255
1-Methylestradiol,C15315
1-Methylestrone,C15323
1-Methylnaphthalene,C14082
1-Methylpyrrolinium,C06178
1-Methyluric acid,C16359
1-Methylxanthine,C16358
1-N-Hydromicin,C02109
1-Naphthaldehyde,C14090
1-Naphthalenemethanol,C14089
1-Naphthoic acid,C14091
1-Naphthol,C11714
1-Naphthyl glucuronide,C11586
1-Naphthylacetic acid,C13014
1-Naphthylacetylspermine,C13674
1-Naphthylamine,C14790
1-Naphthylhydroxylamine,C14789
"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene",C14806
"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",C14805
"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene",C14804
"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",C14803
1-Nitronaphthalene,C14040
"1-Nitronaphthalene-5,6-oxide",C14800
"1-Nitronaphthalene-7,8-oxide",C14802
1-Nitropyrene,C14421
1-Nitrosonaphthalene,C14788
1-Nonanol,C14696
"1-O,2-O,6-O-Trigalloyl-beta-D-glucose",C04360
"1-O,6-O-Digalloyl-beta-D-glucose",C04101
1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3- phosphocholine,C13895
1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol,C13864
1-O-Acetyllycorine,C12166
1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol,C04361
1-O-Feruloyl-beta-D-glucose,C17759
1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,C13894
1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycerol,C13862
1-O-Hexadecyl-lyso-sn-glycero-3-phosphocholine,C13903
1-O-Methyl-myo-inositol,C03659
1-O-Sinapoyl-beta-D-glucose,C01175
1-Octen-3-ol,C14272
1-Octen-3-ol-3-o-beta-D-xylopyranosyl(1->6)-beta-D-glucopyranoside,C17614
1-Oleoylglycerophosphocholine,C03916
1-Oxa-2-oxo-3-hydroxycycloheptane,C12314
1-Oxa-2-oxo-3-methylcycloheptane,C10976
1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenedioyl)-sn-glycero-3- phosphatidylcholine,C13898
1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenoyl)-sn-glycero-3- phosphatidylcholine,C13901
1-Palmitoyl-2-(5-keto-6-octendioyl)-sn-glycero-3-phosphatidylcholine,C13900
1-Palmitoyl-2-(5-keto-8-oxo-6-octenoyl)-sn-glycero-3- phosphatidylcholine,C13902
1-Palmitoylglycerol 3-phosphate,C04036
1-Palmitoylglycerophosphocholine,C04102
1-Pentanol,C16834
1-Peroxyferolide,C09526
1-Phenanthrol,C11432
"1-Phenyl-5-heptene-1,3-diyne",C08457
1-Phenylethanol,C07112
1-Phenylethylamine,C02455
1-Phenylpropyl acetate,C17666
1-Phenyltetrazole-5-thiol,C15415
"1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate",C11554
1-Phosphatidyl-1D-myo-inositol 5-phosphate,C11557
1-Pyrroline-2-carboxylate,C03564
1-Pyrroline-4-hydroxy-2-carboxylate,C04282
1-Radyl-2-acetyl-sn-glycero-3-phospholipid,C05218
1-Radyl-2-acyl-sn-glycero-3-phosphocholine,C05212
1-Radyl-2-acyl-sn-glycero-3-phospholipid,C05217
1-Radyl-2-lyso-sn-glycero-3-phosphoethanolamine,C05209
1-Triacontanol,C08392
1-Tridecanol,C14509
"1-Tridecene-3,5,7,9,11-pentayne",C08464
1-[2-Bromo-1-(4-chlorophenyl)ethenyl]-2-chlorobenzene,C14967
1-epi-Fortimicin B,C17978
"10,13-Dimethyl-11-docosyne-10,13-diol",C15398
"10,16-Dihydroxyhexadecanoic acid",C08285
10-(beta-Dimethylaminopropionyl)phenothiazine,C17619
10-Deacetyl-2-debenzoylbaccatin III,C11899
10-Deacetylbaccatin III,C11700
10-Deoxygeniposide tetraacetate,C11664
10-Deoxygeniposidic acid,C11672
10-Deoxymethynolide,C11993
10-Desacetyltaxuyunnanin C,C15538
10-Formyl-THF-L-glutamate,C05928
10-Formyl-THF-polyglutamate,C05929
10-Formyldihydrofolate,C03204
10-Hydroxybenzo[a]pyrene,C14565
10-Hydroxycamptothecin,C17939
10-Hydroxydecanoate,C02774
10-Hydroxydihydrochelirubine,C05192
10-Hydroxydihydrosanguinarine,C05247
"10-Hydroxyestra-1,4-dien-3-one acetate",C14999
10-Hydroxygeraniol,C17621
10-Hydroxyloganin,C11659
10-Hydroxymorroniside,C11660
"10-Nitro-9Z,12Z-octadecadienoate",C13800
10-OPDA,C16325
10-Oxodecanoate,C02217
10-Oxogeranial,C17622
10-epi-Eupatoroxin,C09447
100-1,C12405
100-2,C12408
104-1,C12403
104-2,C12407
10beta-Hydroxy-6beta-isobutyrylfuranoeremophilane,C09685
10beta-Hydroxynorethindrone,C14670
10fthf,C00234
11(R)-HETE,C14780
11(R)-HPETE,C14820
"11,12,15-THETA",C14782
"11,12-DHET",C14774
"11,12-EET",C14770
"11,14,15-THETA",C14814
"11,17-Dimethyl-5alpha-androstane-11beta,17beta-diol",C15047
11-Dehydro-thromboxane B2,C05964
11-Dehydrocorticosterone,C05490
11-Dehydroprogesterone,C14646
11-Deoxocucurbitacin I,C08807
11-Deoxycorticosterone hydrogen succinate,C15425
11-Deoxyprednisone acetate,C15185
11-Hydroxybenzo[a]pyrene,C14564
11-Hydroxycanthin-6-one,C09212
11-Hydroxyiridodial glucoside pentaacetate,C11666
11-Hydroxyvittatine,C12194
11-Keto-testosterone,C14256
11-Ketoandrosterone,C14671
11-Ketoetiocholanolone,C14552
11-Methoxy-vinorine,C12073
11-O-Demethyl-17-O-deacetylvindoline,C04318
11-O-Demethyl-7-methoxypradimicinone II,C06779
11-O-Demethyl-7-methoxypradinone II,C06774
11-O-Demethylpradimicinone I,C06776
11-O-Demethylpradimicinone II,C06778
11-O-Demethylpradinone I,C06775
11-O-Demethylpradinone II,C06773
11-Oxosteroid,C01985
11-Undecanolactone,C13823
11-cis-Dehydroretinal,C05919
11-cis-Retinal,C02110
11-cis-Retinol,C00899
11-cis-Retinyl palmitate,C03455
11-epi-PGF2a,C05959
11-o-Galloylbergenin,C17520
"11H-14,15-EETA",C14813
"11alpha,12alpha-Epoxy-5beta-pregnane-3,20-dione",C15132
"11alpha,15alpha-Dihydroxypregn-4-ene-3,20-dione",C15002
"11alpha,17beta-Dihydroxy-1,4-androstadien-3-one",C15103
"11alpha,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one",C14887
"11alpha,17beta-Dihydroxy-2alpha,17-dimethylandrost-4-en-3-one",C15022
"11alpha-Hydroxy-12alpha-methyl-pregn-4-ene-3,20-dione",C14964
11alpha-Hydroxy-17alpha-methyltestosterone,C14555
"11alpha-Hydroxy-5beta-pregnane-3,20-dione",C15355
"11alpha-Hydroxyandrosta-1,4-diene-3,17-dione",C14587
11alpha-Hydroxygalanthamine,C12172
11alpha-Hydroxyprogesterone,C03747
11alpha-Hydroxytestosterone,C15306
11alpha-Hydroxytestosterone diacetate,C15372
"11beta,12beta-Epoxyprogesterone",C15187
"11beta,13-Dihydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid, delta-lactone",C15456
"11beta,16alpha,17alpha,21-Tetrahydroxy-9alpha-fluoropregn-4-ene- 3,20-dione 16,17-acetonide",C14664
"11beta,17alpha,21-Trihydroxypregnenolone",C05489
"11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one",C15287
"11beta,17beta-Dihydroxy-6alpha,17-dimethylandrost-4-en-3-one",C15011
"11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-5alpha- androstan-3-one",C15338
"11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-5beta- androstan-3-one",C15444
"11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al",C05473
11beta-Hydroxy-12alpha-bromoprogesterone,C14669
11beta-Hydroxy-12alpha-methyltestosterone,C15434
11beta-Hydroxy-17alpha-methyltestosterone,C14683
"11beta-Hydroxy-4,17-dimethyltestosterone",C15401
11beta-Hydroxy-5alpha-androstan-17-one,C14932
"11beta-Hydroxy-6alpha,11-dimethylprogesterone",C15115
11beta-Hydroxy-9alpha-fluoroprogesterone,C15312
11beta-Hydroxyandrosterone,C14606
11beta-Hydroxyetiocholanolone,C14553
11beta-Hydroxyprogesterone,C05498
11beta-Hydroxysteroid,C01058
11beta-Hydroxytestosterone,C18075
11beta-Hydroxytestosterone 17-propionate,C15314
12(13)-EpOME,C14826
12(R)-HETE,C14822
12(R)-HPETE,C14812
12(S)-HETE,C14777
12(S)-HPETE,C05965
"12,13(S)-EOT",C04672
"12,13-DHOA",C14829
"12,13-Epoxy-9-hydroxy-10-octadecenoate",C14832
"12-(2,3-Dihydroxycyclopentyl)-2-dodecanone",C14996
12-Dehydrotetracycline,C03206
12-Deoxyaklanonic acid,C12420
12-Epideoxycholic acid,C17646
12-Hydroxybenzo[a]pyrene,C14563
12-Hydroxychelirubine,C05193
12-Hydroxydodecanoic acid,C08317
12-KETE,C14807
12-Keto-LTB4,C05949
12-Methyltetradecanoic acid,C16665
"12-Nitro-9Z,12Z-octadecadienoate",C13958
"12-O-2Z,4E-Octadienoyl-4-deoxyphorbol 13-acetate",C09143
12-OPDA,C01226
12-Oxo-9(Z)-dodecenoic acid,C16311
12-trans-Hydroxy juvenile hormone III,C16508
124-1,C12409
12a-Hydroxyrotenone,C10464
"12alpha-(Chloromethyl)-12-hydroxy-pregn-4-ene-3,20-dione",C14923
"12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one",C15164
"12alpha-Fluoro-11beta,17beta-dihydroxyandrosta-1,4-dien-3-one",C15165
"12alpha-Hydroxy-3-oxochola-4,6-dienoate",C15569
"12alpha-Hydroxy-5beta-pregnane-3,20-dione",C15384
12alpha-Hydroxyamoorstatin,C08767
12alpha-Hydroxyprogesterone,C14654
"12alpha-Methylpregna-4,9(11)-diene-3,20-dione",C15190
12d3k5m,C15606
12dag3p,C00416
12dgr,C00641|C00165
12ppd-R,C02912
12ppd-S,C00583|C02917
13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester,C11829
13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester,C11830
13(S)-EOD,C04594
13(S)-HODE,C14762
13(S)-HOT,C16316
13(S)-HPODE,C04717
13(S)-HPOT,C04785
"13,14-Dihydroretinol",C15492
"13,16,19-Docosatrienoic acid",C16534
"13,16-Docosadienoic acid",C16533
13-Deoxycarminomycin,C12428
13-Deoxytedanolide,C16861
13-Dihydrocarminomycin,C12431
13-Dihydrodaunorubicin,C12430
"13-Hydroxy-2-(hydroxymethylene)-3-oxo-13,17-seco-5alpha-androstan- 17-oic acid, delta-lactone",C15459
13-Hydroxydocosanoate,C03049
13-Hydroxygermacrone,C17491
13-Hydroxylupinine,C02621
13-KODE,C14765
13-beta-D-Glucosyloxydocosanoate,C04103
13BDglcn,C00965
13dampp,C00986
13dpg,C00236
14'-apo-beta-Carotenal,C06734
"14,15-DHET",C14775
"14,15-EET",C14771
14-Deacetylnudicauline,C08673
14-Demethyllanosterol,C05108
"14-Hydroxyandrosta-1,4-diene-3,17-dione",C15150
14-Hydroxytestosterone,C14627
14bxyl,C02352
14glun,C00718
15(S)-HETE,C04742
15(S)-HPETE,C05966
"15,16-Dihydrobiliverdin",C11630
15-Deoxy-PGJ2,C14717
15-Keto-PGF2a,C05960
15-OxoETE,C04577
15-cis-Phytoene,C05421
"15H-11,12-EETA",C14781
15alpha-Hydroxyprogesterone,C15364
15alpha-Hydroxytestosterone,C14649
"15beta-Hydroxy-7alpha-mercapto-pregn-4-ene-3,20-dione 7-acetate",C14922
15dap,C01672
16(R)-HETE,C14778
"16,17-(3',2'-Quinolino)androst-5-en-3beta-ol",C15370
"16,17-Didehydropregnenolone",C06392
"16,17-Epoxydeoxycorticosterone acetate",C14651
"16-Butyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol",C14931
16-Dehydropregnenolone acetate,C14503
16-Dehydroprogesterone,C03207
16-Epivellosimine,C11633
16-Fluoropalmitic acid,C13948
16-Glucuronide-estriol,C05504
16-Hentriacontanone,C08379
16-Hydroxytabersonine,C11643
16-Ketoestradiol,C14383
16-Ketoestrone,C14441
"16-Methoxy-2,3-dihydro-3-hydroxytabersonine",C04578
16-Methoxytabersonine,C11675
16-Oxoestradiol 3-methyl ether,C15295
16-Oxosteroid,C01986
"16-Propyl-3-methoxy-estra-1,3,5(10)-triene-16beta,17beta-diol",C14934
16-alpha-Hydroxypregnenolone,C06390
16BDglcn,C02493
"16alpha,17-Dihydroxypregn-4-ene-3,20-dione cyclic acetal with 2-furyl methyl ketone",C14880
"16alpha,17-Isopropylidenedioxy-6alpha-methylprogesterone",C15280
"16alpha,17alpha-Dihydroxyprogesterone acetophenide",C14674
"16alpha,17alpha-Epoxypregnenolone acetate",C14635
"16alpha,17alpha-Epoxyprogesterone",C14681
"16alpha,17beta-Dihydroxyandrost-4-en-3-one dipropionate",C15289
"16alpha,17beta-Estriol 17-(beta-D-glucuronide)",C11346
"16alpha,17beta-Estriol 3-(beta-D-glucuronide)",C11288
16alpha-Bromo-17beta-estradiol,C14731
16alpha-Fluoro-17alpha-hydroxyandrost-4-en-3-one,C15074
"16alpha-Fluoroandrost-4-ene-3,17-dione",C15169
16alpha-Fluorotestosterone propionate,C15447
16alpha-Hydroxycorticosterone,C15034
16alpha-Hydroxydehydroepiandrosterone,C05139
16alpha-Hydroxyestrone,C05300
16alpha-Hydroxyprogesterone,C03748
16alpha-Hydroxysteroid,C01090
16alpha-Hydroxytestosterone,C14600
"16beta,17beta-Dihydroxy-16-methylestr-4-en-3-one",C15144
"16beta-Chloroandrost-4-ene-3,17-dione",C15010
16beta-Chlorotestosterone,C15004
16beta-Estradiol,C15261
16beta-Estradiol-3-methyl ether,C15262
"16beta-Fluoroandrost-4-ene-3,17-dione",C14886
16beta-Fluorotestosterone propionate,C15253
"16beta-Hydroxy-3,11-dioxopregna-4,17(20)-dien-21-oic acid, gamma-lactone",C14637
16beta-Hydroxysteroid,C03050
"16beta-Methyl-D-homo-17a-oxa-5alpha-androstane-3,17-dione",C14980
16beta-Methylprogesterone,C15265
"17,17-Dimethyl-18-norandrosta-4,13-dien-3-one",C14655
"17,21-Epoxy-9-fluoro-11beta-hydroxyprogesterone",C15309
17-(Trifluorovinyl)-3-(methyl ether)-17beta-estradiol,C15340
"17-Allylestra-1,3,5(10)-triene-3,17beta-diol",C14892
17-Hydroxy-19-nor-17alpha-pregn-5(10)-en-3-one,C15003
"17-Hydroxy-3-oxo-17alpha-pregna-1,4-diene-21-carboxylic acid, gamma-lactone",C15090
"17-Hydroxy-3-oxo-19-nor-5alpha,17alpha-pregnane-21-carboxylic acid, gamma-lactone",C14881
"17-Hydroxy-3-oxo-19-nor-5beta,17alpha-pregnane-21-carboxylic acid, gamma-lactone",C14984
"17-Hydroxy-5alpha,17alpha-pregn-1-en-3-one",C14962
17-Hydroxy-6alpha-methylcorticosterone 21-acetate,C15275
17-Hydroxylinolenic acid,C16346
"17-Methyl-18,19-dinor-17alpha-pregna-4,13-dien-3-one",C15170
"17-Methyl-18-norandrosta-4,13(17)-dien-3-one",C15085
"17-Methyl-3-(2,4-cyclopentadien-1-ylidene)-5alpha-androstane-17beta- ol",C14879
17-Methyl-5-alpha-androst-2-en-17-beta-ol,C15101
"17-Methyl-5alpha-androst-2-ene-1alpha,17beta-diol",C15176
"17-Methyl-5alpha-androstane-11beta,17beta-diol",C15399
17-Methyl-6Z-octadecenoate,C13787
"17-Methylandrost-5-ene-3beta,11beta,17beta-triol",C15041
"17-Methylandrosta-2,4-dieno[2,3-d]isoxazol-17beta-ol",C15177
"17-Methylandrosta-4,6-diene-3beta,17beta-diol 3-acetate",C14954
17-Methylmorphinan,C11788
17-O-Acetylajmaline,C15985
17-O-Acetylnorajmaline,C11809
17-Oxogrindelic acid,C09150
17-Propyl-5alpha-androst-2-en-17beta-ol,C14933
"17-Propylestra-1,3,5(10)-triene-3,17beta-diol diacetate",C14947
17-Vinylestradiol 3-methyl ether,C15388
"17-[(Benzylamino)methyl]estra-1,3,5(10)-triene-3,17beta-diol",C15163
17-[[3-(1-Pyrrolidinyl)propyl]imino]androst-5-en-3beta-ol acetate,C14928
"17R,18S-Epoxy-5Z,8Z,11Z,14Z-icosatetraenoic acid",C13843
17a-Aza-D-homoandrost-5-en-3beta-ol,C14958
"17alpha,20alpha-Dihydroxycholesterol",C05499
"17alpha,20alpha-Dihydroxypregn-4-en-3-one",C04518
"17alpha,21-Dihydroxypregnenolone",C05487
17alpha-(N-Acetyl-D-glucosaminyl)-estradiol 3-D-glucuronoside,C04806
17alpha-Chloroethynylestradiol,C15073
17alpha-Dihydroequilenin,C14498
17alpha-Estradiol,C02537
17alpha-Ethyl-17beta-estradiol 3-methyl ether,C14661
"17alpha-Ethynylestr-5(10)-ene-3alpha,17beta-diol",C14652
17alpha-Hydroxy-11-ketopregnanolone,C14598
17alpha-Hydroxypregnanolone,C14609
17alpha-Hydroxypregnenolone,C05138
17alpha-Hydroxyprogesterone,C01176
17alpha-Hydroxysteroid,C03336
"17alpha-Methyl-5alpha-androstane-3alpha,17beta-diol",C15376
"17alpha-Methyl-6,7-dehydrotestosterone",C15353
17alpha-Methylestradiol,C14483
17beta-(1H-Imidazol-4-yl)androst-5-en-3beta-ol,C14998
"17beta-(Acetylthio)estra-1,3,5(10)-trien-3-ol acetate",C14955
17beta-(Benzoyloxy)-B-norandrost-4-en-3-one,C15000
17beta-(Hydroxymethyl)androst-4-en-3-one acetate,C15064
17beta-Acetamidoandrost-4-en-3-one,C15149
17beta-Acetoxy-5alpha-androstane,C15264
"17beta-Acetyl-1,2,3,4,6alpha,7alpha,10,12,13,14alpha,16,17- dodecahydro-3beta-hydroxy-10beta,13beta-dimethyl-5beta,8beta-etheno- 15H-cyclopenta[a]phenanthrene-6,7-dicarboxylic anhydride acetate",C15461
17beta-Acetylestradiol,C15228
17beta-Amino-5alpha-androstan-11beta-ol,C15356
17beta-Carbomethoxyandrost-5-en-3beta-ol,C15405
17beta-Dihydroequilin,C14485
17beta-Estradiol 3-phosphate,C15424
17beta-Estradiol 3-sulfate-17-(beta-D-glucuronide),C11289
"17beta-Hydroxy-1,17-dimethylestr-5(10)-en-3-one",C15070
